Participant,Training,Condition,Random #,ConditionID,SpringIndex,Spring #1,Spring #2,Switch X&Y?,Final X,Final Y,Final X Value,Final Y Value
11,,Hapkit Only,0.577836003,0,7,S,Q,Yes,Q,S,55,35
11,,Hapkit Only,0.598509776,0,8,S,Q,Yes,Q,S,55,35
11,,Hapkit Only,0.665168176,0,9,U,S,No,S,U,35,15
11,,Hapkit Only,0.75170724,0,10,U,S,No,S,U,35,15
11,,Hapkit Only,0.810012191,0,11,S,Q,Yes,Q,S,55,35
11,,Hapkit Only,0.812534832,0,12,S,Q,Yes,Q,S,55,35
11,,Hapkit Only,0.85562759,0,13,Q,W,No,Q,W,55,75
11,,Hapkit Only,0.956164932,0,14,Q,W,Yes,W,Q,75,55
11,,Hapkit Only,0.983867837,0,15,U,S,No,S,U,35,15
12,,COUNTERBALANCE,0.974715992,0,,,,Yes,,,,
12,*,Hapkit + Graphics,0.464555401,1,0,S,U,No,S,U,35,15
12,,Hapkit + Graphics,0.008328795,1,1,S,Q,No,Q,S,55,35
12,,Hapkit + Graphics,0.026525509,1,2,S,Q,No,Q,S,55,35
12,,Hapkit + Graphics,0.036080619,1,3,S,Q,No,Q,S,55,35
12,,Hapkit + Graphics,0.11109878,1,4,U,S,Yes,U,S,15,35
12,,Hapkit + Graphics,0.12276393,1,5,Q,W,No,W,Q,75,55
12,,Hapkit + Graphics,0.181075142,1,6,U,S,Yes,S,U,35,15
12,,Hapkit + Graphics,0.213713555,1,7,S,Q,Yes,Q,S,55,35
12,,Hapkit + Graphics,0.223956619,1,8,U,S,No,S,U,35,15
12,,Hapkit + Graphics,0.250424265,1,9,U,S,No,S,U,35,15
12,,Hapkit + Graphics,0.34510431,1,10,S,Q,No,Q,S,55,35
12,,Hapkit + Graphics,0.401258287,1,11,U,S,No,S,U,35,15
12,,Hapkit + Graphics,0.649724337,1,12,Q,W,No,Q,W,55,75
12,,Hapkit + Graphics,0.695157555,1,13,Q,W,No,W,Q,75,55
12,,Hapkit + Graphics,0.927299694,1,14,Q,W,Yes,W,Q,75,55
12,,Hapkit + Graphics,0.933880301,1,15,Q,W,Yes,Q,W,55,75
12,*,Hapkit Only,0.013502789,0,0,Q,S,Yes,S,Q,35,55
12,,Hapkit Only,0.15994265,0,1,U,S,Yes,S,U,35,15
12,,Hapkit Only,0.267186667,0,2,S,Q,No,S,Q,35,55
12,,Hapkit Only,0.449646502,0,3,S,Q,No,S,Q,35,55
12,,Hapkit Only,0.452549414,0,4,U,S,No,U,S,15,35
12,,Hapkit Only,0.625120509,0,5,Q,W,Yes,Q,W,55,75
12,,Hapkit Only,0.631662135,0,6,U,S,No,U,S,15,35
12,,Hapkit Only,0.699589008,0,7,Q,W,No,W,Q,75,55
12,,Hapkit Only,0.728416651,0,8,U,S,Yes,S,U,35,15
12,,Hapkit Only,0.757812235,0,9,Q,W,Yes,Q,W,55,75
12,,Hapkit Only,0.770646759,0,10,Q,W,Yes,Q,W,55,75
12,,Hapkit Only,0.781332661,0,11,S,Q,Yes,S,Q,35,55
12,,Hapkit Only,0.817234733,0,12,S,Q,Yes,Q,S,55,35
12,,Hapkit Only,0.872025645,0,13,S,Q,No,Q,S,55,35
12,,Hapkit Only,0.911490672,0,14,Q,W,No,W,Q,75,55
12,,Hapkit Only,0.933091539,0,15,U,S,No,U,S,15,35
13,,COUNTERBALANCE,0.012864898,0,,,,Yes,,,,
13,*,Hapkit + Graphics,0.751619255,1,0,U,S,No,U,S,15,35
13,,Hapkit + Graphics,0.081816033,1,1,S,Q,Yes,Q,S,55,35
13,,Hapkit + Graphics,0.175645578,1,2,S,Q,Yes,Q,S,55,35
13,,Hapkit + Graphics,0.311542453,1,3,Q,W,Yes,W,Q,75,55
13,,Hapkit + Graphics,0.344450183,1,4,U,S,Yes,S,U,35,15
13,,Hapkit + Graphics,0.426438761,1,5,Q,W,Yes,W,Q,75,55
13,,Hapkit + Graphics,0.469436407,1,6,U,S,Yes,S,U,35,15
13,,Hapkit + Graphics,0.477475759,1,7,Q,W,Yes,Q,W,55,75
13,,Hapkit + Graphics,0.503991919,1,8,U,S,No,S,U,35,15
13,,Hapkit + Graphics,0.524734357,1,9,U,S,No,U,S,15,35
13,,Hapkit + Graphics,0.585146569,1,10,S,Q,No,Q,S,55,35
13,,Hapkit + Graphics,0.616709599,1,11,S,Q,Yes,Q,S,55,35
13,,Hapkit + Graphics,0.811065292,1,12,Q,W,Yes,W,Q,75,55
13,,Hapkit + Graphics,0.850994344,1,13,S,Q,Yes,Q,S,55,35
13,,Hapkit + Graphics,0.926512301,1,14,Q,W,Yes,Q,W,55,75
13,,Hapkit + Graphics,0.946776492,1,15,U,S,No,S,U,35,15
13,*,Hapkit Only,0.480832153,0,0,U,S,Yes,S,U,35,15
13,,Hapkit Only,0.099424579,0,1,Q,W,No,W,Q,75,55
13,,Hapkit Only,0.238528303,0,2,Q,W,Yes,Q,W,55,75
13,,Hapkit Only,0.285104624,0,3,S,Q,Yes,Q,S,55,35
13,,Hapkit Only,0.405644481,0,4,U,S,Yes,U,S,15,35
13,,Hapkit Only,0.424640163,0,5,U,S,Yes,U,S,15,35
13,,Hapkit Only,0.431543136,0,6,S,Q,Yes,S,Q,35,55
13,,Hapkit Only,0.470477635,0,7,S,Q,Yes,S,Q,35,55
13,,Hapkit Only,0.474415275,0,8,U,S,Yes,U,S,15,35
13,,Hapkit Only,0.553064823,0,9,Q,W,Yes,W,Q,75,55
13,,Hapkit Only,0.586132733,0,10,Q,W,No,Q,W,55,75
13,,Hapkit Only,0.778582815,0,11,U,S,No,S,U,35,15
13,,Hapkit Only,0.813854395,0,12,S,Q,Yes,S,Q,35,55
13,,Hapkit Only,0.846780663,0,13,Q,W,No,Q,W,55,75
13,,Hapkit Only,0.926916529,0,14,S,Q,No,Q,S,55,35
13,,Hapkit Only,0.980381334,0,15,U,S,No,S,U,35,15
14,,COUNTERBALANCE,0.806718111,1,,,,Yes,,,,
14,*,Hapkit + Graphics,0.082510755,1,0,W,Q,No,W,Q,75,55
14,,Hapkit + Graphics,0.003011607,1,1,Q,W,Yes,Q,W,55,75
14,,Hapkit + Graphics,0.222820636,1,2,S,Q,No,Q,S,55,35
14,,Hapkit + Graphics,0.262730757,1,3,S,Q,Yes,S,Q,35,55
14,,Hapkit + Graphics,0.291798151,1,4,U,S,Yes,U,S,15,35
14,,Hapkit + Graphics,0.377173646,1,5,U,S,No,S,U,35,15
14,,Hapkit + Graphics,0.388097406,1,6,S,Q,No,S,Q,35,55
14,,Hapkit + Graphics,0.407775781,1,7,U,S,Yes,U,S,15,35
14,,Hapkit + Graphics,0.485012471,1,8,U,S,Yes,S,U,35,15
14,,Hapkit + Graphics,0.527089269,1,9,S,Q,No,Q,S,55,35
14,,Hapkit + Graphics,0.65668061,1,10,Q,W,No,Q,W,55,75
14,,Hapkit + Graphics,0.686438694,1,11,Q,W,Yes,W,Q,75,55
14,,Hapkit + Graphics,0.708512389,1,12,Q,W,Yes,W,Q,75,55
14,,Hapkit + Graphics,0.717956503,1,13,S,Q,No,S,Q,35,55
14,,Hapkit + Graphics,0.877124069,1,14,U,S,No,U,S,15,35
14,,Hapkit + Graphics,0.97807215,1,15,Q,W,Yes,Q,W,55,75
14,*,Hapkit Only,0.405671612,0,0,W,Q,Yes,Q,W,55,75
14,,Hapkit Only,0.046369546,0,1,U,S,No,S,U,35,15
14,,Hapkit Only,0.201145706,0,2,Q,W,Yes,W,Q,75,55
14,,Hapkit Only,0.303818336,0,3,S,Q,No,Q,S,55,35
14,,Hapkit Only,0.466781411,0,4,S,Q,Yes,Q,S,55,35
14,,Hapkit Only,0.472598684,0,5,Q,W,No,Q,W,55,75
14,,Hapkit Only,0.473925718,0,6,Q,W,No,W,Q,75,55
14,,Hapkit Only,0.729457504,0,7,U,S,Yes,S,U,35,15
14,,Hapkit Only,0.751670707,0,8,U,S,No,S,U,35,15
14,,Hapkit Only,0.823107159,0,9,S,Q,No,Q,S,55,35
14,,Hapkit Only,0.844808541,0,10,U,S,No,U,S,15,35
14,,Hapkit Only,0.856992147,0,11,Q,W,No,W,Q,75,55
14,,Hapkit Only,0.879380266,0,12,S,Q,Yes,Q,S,55,35
14,,Hapkit Only,0.898508559,0,13,U,S,Yes,S,U,35,15
14,,Hapkit Only,0.955586078,0,14,Q,W,No,Q,W,55,75
14,,Hapkit Only,0.978143429,0,15,S,Q,No,Q,S,55,35
15,,COUNTERBALANCE,0.094315155,1,,,,Yes,,,,
15,*,Hapkit + Graphics,0.76360848,1,0,U,S,No,U,S,15,35
15,,Hapkit + Graphics,0.005525355,1,1,S,Q,Yes,Q,S,55,35
15,,Hapkit + Graphics,0.021845315,1,2,U,S,Yes,U,S,15,35
15,,Hapkit + Graphics,0.332060787,1,3,Q,W,No,Q,W,55,75
15,,Hapkit + Graphics,0.364192825,1,4,Q,W,Yes,W,Q,75,55
15,,Hapkit + Graphics,0.377972067,1,5,S,Q,No,Q,S,55,35
15,,Hapkit + Graphics,0.378513812,1,6,Q,W,Yes,W,Q,75,55
15,,Hapkit + Graphics,0.51915074,1,7,S,Q,Yes,Q,S,55,35
15,,Hapkit + Graphics,0.519815883,1,8,S,Q,No,Q,S,55,35
15,,Hapkit + Graphics,0.530474928,1,9,U,S,Yes,S,U,35,15
15,,Hapkit + Graphics,0.59527573,1,10,U,S,No,S,U,35,15
15,,Hapkit + Graphics,0.602741144,1,11,U,S,No,S,U,35,15
15,,Hapkit + Graphics,0.66216753,1,12,S,Q,Yes,Q,S,55,35
15,,Hapkit + Graphics,0.814074968,1,13,Q,W,No,W,Q,75,55
15,,Hapkit + Graphics,0.948983153,1,14,U,S,No,S,U,35,15
15,,Hapkit + Graphics,0.958672205,1,15,Q,W,No,Q,W,55,75
15,*,Hapkit Only,0.486232402,0,0,Q,W,No,Q,W,55,75
15,,Hapkit Only,0.170020716,0,1,U,S,No,U,S,15,35
15,,Hapkit Only,0.19004521,0,2,U,S,Yes,S,U,35,15
15,,Hapkit Only,0.196394044,0,3,Q,W,Yes,Q,W,55,75
15,,Hapkit Only,0.266371464,0,4,U,S,No,U,S,15,35
15,,Hapkit Only,0.296292328,0,5,S,Q,No,Q,S,55,35
15,,Hapkit Only,0.345766266,0,6,U,S,No,S,U,35,15
15,,Hapkit Only,0.614478022,0,7,S,Q,No,S,Q,35,55
15,,Hapkit Only,0.662957176,0,8,S,Q,Yes,S,Q,35,55
15,,Hapkit Only,0.690941499,0,9,Q,W,Yes,Q,W,55,75
15,,Hapkit Only,0.712752775,0,10,Q,W,No,W,Q,75,55
15,,Hapkit Only,0.780859268,0,11,U,S,Yes,U,S,15,35
15,,Hapkit Only,0.794115675,0,12,S,Q,No,Q,S,55,35
15,,Hapkit Only,0.830270829,0,13,Q,W,Yes,Q,W,55,75
15,,Hapkit Only,0.923154662,0,14,S,Q,Yes,S,Q,35,55
15,,Hapkit Only,0.969537298,0,15,Q,W,Yes,W,Q,75,55
16,,COUNTERBALANCE,0.52946186,1,,,,Yes,,,,
16,*,Hapkit + Graphics,0.557107583,1,0,W,Q,Yes,Q,W,55,75
16,,Hapkit + Graphics,0.045440007,1,1,Q,W,Yes,W,Q,75,55
16,,Hapkit + Graphics,0.212458686,1,2,Q,W,No,Q,W,55,75
16,,Hapkit + Graphics,0.254738811,1,3,S,Q,Yes,S,Q,35,55
16,,Hapkit + Graphics,0.25848383,1,4,S,Q,No,S,Q,35,55
16,,Hapkit + Graphics,0.267104897,1,5,U,S,No,U,S,15,35
16,,Hapkit + Graphics,0.314181984,1,6,U,S,No,S,U,35,15
16,,Hapkit + Graphics,0.520095655,1,7,Q,W,Yes,Q,W,55,75
16,,Hapkit + Graphics,0.625552048,1,8,S,Q,No,Q,S,55,35
16,,Hapkit + Graphics,0.674374953,1,9,U,S,No,S,U,35,15
16,,Hapkit + Graphics,0.701668536,1,10,S,Q,Yes,Q,S,55,35
16,,Hapkit + Graphics,0.824178263,1,11,Q,W,Yes,W,Q,75,55
16,,Hapkit + Graphics,0.91343394,1,12,Q,W,Yes,Q,W,55,75
16,,Hapkit + Graphics,0.924700925,1,13,U,S,Yes,U,S,15,35
16,,Hapkit + Graphics,0.927432344,1,14,S,Q,Yes,S,Q,35,55
16,,Hapkit + Graphics,0.944379068,1,15,U,S,Yes,U,S,15,35
16,*,Hapkit Only,0.446110132,0,0,W,Q,Yes,Q,W,55,75
16,,Hapkit Only,0.005992433,0,1,U,S,Yes,S,U,35,15
16,,Hapkit Only,0.053800471,0,2,Q,W,No,W,Q,75,55
16,,Hapkit Only,0.055039328,0,3,U,S,No,S,U,35,15
16,,Hapkit Only,0.125648259,0,4,S,Q,Yes,Q,S,55,35
16,,Hapkit Only,0.133622216,0,5,S,Q,Yes,Q,S,55,35
16,,Hapkit Only,0.24977814,0,6,S,Q,Yes,Q,S,55,35
16,,Hapkit Only,0.289665349,0,7,Q,W,Yes,W,Q,75,55
16,,Hapkit Only,0.357027855,0,8,Q,W,No,Q,W,55,75
16,,Hapkit Only,0.684319106,0,9,Q,W,Yes,Q,W,55,75
16,,Hapkit Only,0.693200402,0,10,S,Q,No,Q,S,55,35
16,,Hapkit Only,0.694850541,0,11,U,S,No,S,U,35,15
16,,Hapkit Only,0.702092499,0,12,U,S,Yes,S,U,35,15
16,,Hapkit Only,0.777788771,0,13,U,S,No,U,S,15,35
16,,Hapkit Only,0.928064724,0,14,S,Q,No,Q,S,55,35
16,,Hapkit Only,0.949861649,0,15,Q,W,Yes,W,Q,75,55
17,,COUNTERBALANCE,0.657658366,1,,,,No,,,,
17,*,Hapkit + Graphics,0.327404593,1,0,U,S,Yes,S,U,35,15
17,,Hapkit + Graphics,0.329799741,1,1,U,S,Yes,U,S,15,35
17,,Hapkit + Graphics,0.470729246,1,2,S,Q,No,S,Q,35,55
17,,Hapkit + Graphics,0.536832037,1,3,S,Q,No,S,Q,35,55
17,,Hapkit + Graphics,0.559498761,1,4,Q,W,No,Q,W,55,75
17,,Hapkit + Graphics,0.573736019,1,5,U,S,No,U,S,15,35
17,,Hapkit + Graphics,0.77898171,1,6,S,Q,Yes,Q,S,55,35
17,,Hapkit + Graphics,0.814876924,1,7,Q,W,Yes,W,Q,75,55
17,,Hapkit + Graphics,0.912378821,1,8,Q,W,No,Q,W,55,75
17,,Hapkit + Graphics,0.917756926,1,9,U,S,No,S,U,35,15
17,,Hapkit + Graphics,0.918103685,1,10,S,Q,Yes,Q,S,55,35
17,,Hapkit + Graphics,0.928050046,1,11,S,Q,Yes,S,Q,35,55
17,,Hapkit + Graphics,0.934475537,1,12,U,S,No,U,S,15,35
17,,Hapkit + Graphics,0.980823611,1,13,U,S,Yes,S,U,35,15
17,,Hapkit + Graphics,0.99464855,1,14,Q,W,Yes,Q,W,55,75
17,,Hapkit + Graphics,0.996785677,1,15,Q,W,No,W,Q,75,55
17,*,Hapkit Only,0.931120157,0,0,S,U,Yes,U,S,15,35
17,,Hapkit Only,0.033186057,0,1,S,Q,No,Q,S,55,35
17,,Hapkit Only,0.057577197,0,2,S,Q,Yes,Q,S,55,35
17,,Hapkit Only,0.154222005,0,3,Q,W,Yes,Q,W,55,75
17,,Hapkit Only,0.205492911,0,4,U,S,Yes,S,U,35,15
17,,Hapkit Only,0.222691712,0,5,U,S,Yes,S,U,35,15
17,,Hapkit Only,0.265476727,0,6,U,S,No,S,U,35,15
17,,Hapkit Only,0.271558313,0,7,Q,W,No,W,Q,75,55
17,,Hapkit Only,0.316866397,0,8,Q,W,Yes,W,Q,75,55
17,,Hapkit Only,0.447935517,0,9,Q,W,Yes,W,Q,75,55
17,,Hapkit Only,0.448578693,0,10,U,S,No,S,U,35,15
17,,Hapkit Only,0.704566373,0,11,S,Q,Yes,Q,S,55,35
17,,Hapkit Only,0.766203624,0,12,S,Q,Yes,Q,S,55,35
17,,Hapkit Only,0.786390276,0,13,Q,W,No,Q,W,55,75
17,,Hapkit Only,0.818173839,0,14,S,Q,Yes,Q,S,55,35
17,,Hapkit Only,0.983289432,0,15,U,S,No,U,S,15,35
18,,COUNTERBALANCE,0.352842363,0,,,,Yes,,,,
18,*,Hapkit + Graphics,0.210864671,1,0,W,Q,No,W,Q,75,55
18,,Hapkit + Graphics,0.10487889,1,1,S,Q,No,Q,S,55,35
18,,Hapkit + Graphics,0.120776739,1,2,U,S,No,S,U,35,15
18,,Hapkit + Graphics,0.147615886,1,3,S,Q,No,Q,S,55,35
18,,Hapkit + Graphics,0.172307575,1,4,U,S,No,S,U,35,15
18,,Hapkit + Graphics,0.173801474,1,5,S,Q,No,S,Q,35,55
18,,Hapkit + Graphics,0.245906953,1,6,Q,W,Yes,Q,W,55,75
18,,Hapkit + Graphics,0.267887444,1,7,U,S,Yes,U,S,15,35
18,,Hapkit + Graphics,0.329112821,1,8,Q,W,Yes,W,Q,75,55
18,,Hapkit + Graphics,0.473991192,1,9,U,S,Yes,U,S,15,35
18,,Hapkit + Graphics,0.617848867,1,10,Q,W,Yes,W,Q,75,55
18,,Hapkit + Graphics,0.618876036,1,11,S,Q,Yes,S,Q,35,55
18,,Hapkit + Graphics,0.654275179,1,12,Q,W,Yes,Q,W,55,75
18,,Hapkit + Graphics,0.6594535,1,13,Q,W,Yes,Q,W,55,75
18,,Hapkit + Graphics,0.89901788,1,14,S,Q,Yes,S,Q,35,55
18,,Hapkit + Graphics,0.925582859,1,15,U,S,Yes,U,S,15,35
18,*,Hapkit Only,0.012846226,0,0,U,S,No,U,S,15,35
18,,Hapkit Only,0.002901707,0,1,S,Q,Yes,Q,S,55,35
18,,Hapkit Only,0.109955006,0,2,U,S,Yes,S,U,35,15
18,,Hapkit Only,0.142352222,0,3,Q,W,Yes,W,Q,75,55
18,,Hapkit Only,0.18486416,0,4,U,S,No,S,U,35,15
18,,Hapkit Only,0.215248772,0,5,U,S,Yes,S,U,35,15
18,,Hapkit Only,0.256860748,0,6,S,Q,No,Q,S,55,35
18,,Hapkit Only,0.268127734,0,7,S,Q,Yes,Q,S,55,35
18,,Hapkit Only,0.389589739,0,8,Q,W,Yes,Q,W,55,75
18,,Hapkit Only,0.652882761,0,9,Q,W,Yes,W,Q,75,55
18,,Hapkit Only,0.746241509,0,10,Q,W,Yes,W,Q,75,55
18,,Hapkit Only,0.814690856,0,11,U,S,No,U,S,15,35
18,,Hapkit Only,0.818076295,0,12,S,Q,Yes,Q,S,55,35
18,,Hapkit Only,0.836839871,0,13,S,Q,Yes,Q,S,55,35
18,,Hapkit Only,0.919439534,0,14,Q,W,No,Q,W,55,75
18,,Hapkit Only,0.963414517,0,15,U,S,No,S,U,35,15
